Tracking Number,Reference Number(s),Status,Manifest Date,Ship To Name,Ship To City,Ship To State/Province,Ship To Country,Service,Scheduled Delivery,Images,Alternate Address Delivery Notification Failed,Alternate Delivery Address Name,Alternate Delivery Address Phone,Alternate Delivery Address Address Line 1,Alternate Delivery Address Address Line 2,Alternate Delivery Address Address Line 3,Alternate Delivery Address City,Alternate Delivery Address State,Alternate Delivery Address Postal Code,Alternate Delivery Address Country,Alternate Tracking Number,Appointment Made,Appointment Requested Date,Appointment Requested Start Time,Appointment Requested End Time,Arrival Date,Arrival Time,Bill To Name,Bill To Account Number,Bill To Address Line 1,Bill To Address Line 2,Bill To Address Line 3,Bill To Address Line 4,Bill To Address Line 5,Bill To City,Bill To State,Bill To Postal Code,Bill To Country,Bill To Email Address,Bill To Fax Number,Bond Date,Bond Number,Booking Number,Carrier,Chargeable Weight,Chargeable Weight UOM,Charges,Class,Clinical Trials Indicator,COD Amount Collected,COD Amount Due,COD Collected Currency Type,Commercial Invoice Removal,Commodity,Container,Customer Pickup,Date Delivered,Declared Value,Delivery Location,Delivery Preference,Delivery Time,Departure Date,Departure Time,Description of Goods,Doc Indicator,Earliest Delivery Time,Exception Description,Exception Resolution,Exception Status Description,Flight/Voyage,Handling Unit,Harmonized Code,Hazardous Materials,Hold at UPS Access Point Shipments,In-bond Entry Code,Infectious Substances Category A,Insured  Value,Insured Value Currency Code,Label Delivery Method,Large Package,Liftgate on Pickup,Liftgate on Delivery,Load Type,Location Assured,Manufacture Country,Master Bill of Lading,Mode of Transportation,Number of Pieces,Number of Pieces - UOM,Original Scheduled Delivery Date,Original Scheduled Delivery Time,Package Height,Package Length,Package Width,Package Dimensional Weight,Package Reference No. 1,Package Reference No. 2,Package Reference No. 3,Package Reference No. 4,Package Reference No. 5,Package Reference No. Type 1,Package Reference No. Type 2,Package Reference No. Type 3,Package Reference No. Type 4,Package Reference No. Type 5,Package Release Code Required,Pickup By Date,Pickup Preference,Postal Service Tracking ID,Product,Product Line,Received By,Residential Address,Return Services,Return To Name,Return To Attention,Return To Address Line 1,Return To Address Line 2,Return To Address Line 3,Return To City,Return To State/Province,Return To Postal Code,Return To Country,Return To Telephone,Return To Sender Indicator,Revised Door ETA Date,Revised Door ETA Time,Saturday Delivery,Scheduled Delivery Time,Ship To Attention,Ship To Address Line 1,Ship To Address Line 2,Ship To Address Line 3,Ship-to Address Line 4,Ship-to Address Line 5,Ship To Postal Code,Ship-to Email Address,Ship-to Fax Number,Ship To Telephone,Shipment Activity Date,Shipment Activity Time,Shipment Charge Type,Shipment Reference No. 1,Shipment Reference No. 2,Shipment Reference No. Type 1,Shipment Reference No. Type 2,Shipment Type,Shipment Volume,Shipper Name,Ship To Location,Shipper Attention,Shipper Address Line 1,Shipper Address Line 2,Shipper Address Line 3,Shipper Address Line 4,Shipper Address Line 5,Shipper City,Shipper State/Province,Shipper Postal Code,Shipper Country,Shipper Email Address,Shipper Fax Number,Special Instructions,UPS carbon neutral,UPS Company Principal Customer Identification Number,UPS Delivery Intercept Indicator,UPS Delivery Intercept Origin,UPS Delivery Intercept Name of Requester,UPS Delivery Intercept Request Date,UPS Delivery Intercept Request Time,UPS Delivery Intercept Status,UPS Delivery Intercept Type,New Delivery Customer Name,New Delivery Attention,New Delivery Address 1,New Delivery Address 2,New Delivery Address 3,New Delivery City,New Delivery State/Province,New Delivery Postal Code,New Delivery Country,UPS Import Control Indicator,UPS Import Control Label Type,UPS Premium Care(TM),UPS Returns Flexible Access,UPS Returns ® Exchange,Vessel,Weight
1Z85X99X0356728295,837703 SZ 00003|2312112|837703 SZ 00003|2312112|1001858.0|964543|N,Delivered,7/18/2017,,STOCKTON,CA,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,RECEIVER,UPS will Deliver,9:13 AM,,--,,NO,--,THE RECEIVING BUSINESS WAS CLOSED.,YOUR DELIVERY HAS BEEN RESCHEDULED FOR THE NEXT BUSINESS DAY.,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/19/2017,By End Of Day,,,,,837703 SZ 00003,2312112,1001858,964543,N,,,,,,NO,,UPS will Pick up,,,,WALLCE,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,ATTN MARK,,,,95215,,,,7/19/2017,10:19 AM,Prepaid,837703 SZ 00003,2312112,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,4.30 LBS
1Z85X99X0356761641,838094 SO 00003|2557643|838094 SO 00003|2557643|1017565.0|964986|N,Delivered,7/18/2017,,LAREDO,TX,US,UPS Ground,7/24/2017,,,,,,,,,,,,,,,--,--,,--,,R0133A,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/24/2017,No Value,DOCK,UPS will Deliver,10:57 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/24/2017,By End Of Day,,,,,838094 SO 00003,2557643,1017565,964986,N,,,,,,NO,,UPS will Pick up,,,,GONZALEZ,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,7802 WEST BOB BULLOCK LOOP,,,,78045,,,,7/24/2017,10:57 AM,Third Party Billing,838094 SO 00003,2557643,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,0.80 LBS
1Z85X99X0356770024,837855 SZ 00003|2312132|837855 SZ 00003|2312132|1064077.0|964749|N,Delivered,7/18/2017,,SPRINGFIELD,MO,US,UPS Ground,7/24/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/24/2017,No Value,FRONT DESK,UPS will Deliver,12:20 PM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,3,,7/24/2017,By End Of Day,,,,,837855 SZ 00003,2312132,1064077,964749,N,,,,,,NO,,UPS will Pick up,,,,WILLIAMS,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,3301 EAST KEARNEY,,,,65803,,,14178314444,7/24/2017,12:20 PM,Prepaid,837855 SZ 00003,2312132,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,16.70 LBS
1Z85X99X0356853257,837696 SZ 00003|2329022|837696 SZ 00003|2329022|1009390.0|964536|N,Delivered,7/18/2017,,TURLOCK,CA,US,UPS Ground,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,RECEIVER,UPS will Deliver,9:20 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,2,,7/19/2017,By End Of Day,,,,,837696 SZ 00003,2329022,1009390,964536,N,,,,,,NO,,UPS will Pick up,,,,JAKE,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,95382,,,12096695444,7/19/2017,9:20 AM,Prepaid,837696 SZ 00003,2329022,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,4.20 LBS
1Z85X99X0356875948,837871 SZ 00003|2312154|837871 SZ 00003|2312154|1067557.0|964807|N,Delivered,7/18/2017,,LOWELL,AR,US,UPS Ground,7/24/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/24/2017,No Value,OFFICE,UPS will Deliver,12:18 PM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,4,,7/24/2017,By End Of Day,,,,,837871 SZ 00003,2312154,1067557,964807,N,,,,,,NO,,UPS will Pick up,,,,RAY,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,72745,,,,7/24/2017,12:18 PM,Prepaid,837871 SZ 00003,2312154,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,18.50 LBS
1Z85X99X0356897666,837881 SZ 00003|2312167|837881 SZ 00003|2312167|1006059.0|964817|N,Delivered,7/18/2017,,NEWINGTON,CT,US,UPS Ground,7/25/2017,,,,,,,,,,,,,,,--,--,,--,,01W216,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/25/2017,No Value,FRONT DESK,UPS will Deliver,10:11 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/25/2017,By End Of Day,,,,,837881 SZ 00003,2312167,1006059,964817,N,,,,,,NO,,UPS will Pick up,,,,GARY,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,6111,,,,7/25/2017,10:11 AM,Freight Collect,837881 SZ 00003,2312167,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,3.40 LBS
1Z85X99X0356906217,837855 SZ 00003|2312132|837855 SZ 00003|2312132|1064077.0|964749|N,Delivered,7/18/2017,,SPRINGFIELD,MO,US,UPS Ground,7/24/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/24/2017,No Value,FRONT DESK,UPS will Deliver,12:20 PM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,3,,7/24/2017,By End Of Day,,,,,837855 SZ 00003,2312132,1064077,964749,N,,,,,,NO,,UPS will Pick up,,,,WILLIAMS,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,3301 EAST KEARNEY,,,,65803,,,14178314444,7/24/2017,12:20 PM,Prepaid,837855 SZ 00003,2312132,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,8.80 LBS
1Z85X99X0356911916,837534 SZ 00003|2312135|837534 SZ 00003|2329019|1079008.0|964368|N,Delivered,7/18/2017,,WEST VALLEY CITY,UT,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,DOCK,UPS will Deliver,10:55 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,6,,7/20/2017,By End Of Day,,,,,837534 SZ 00003,2329019,1079008,964368,N,,,,,,NO,,UPS will Pick up,,,,DNNY,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,2240 S. 5370 W,,,,84120,,,18019787900,7/20/2017,10:55 AM,Prepaid,837534 SZ 00003,2312135,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,16.40 LBS
1Z85X99X0356921834,837855 SZ 00003|2312132|837855 SZ 00003|2312132|1064077.0|964749|N,Delivered,7/18/2017,,SPRINGFIELD,MO,US,UPS Ground,7/24/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/24/2017,No Value,FRONT DESK,UPS will Deliver,12:20 PM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,3,,7/24/2017,By End Of Day,,,,,837855 SZ 00003,2312132,1064077,964749,N,,,,,,NO,,UPS will Pick up,,,,WILLIAMS,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,3301 EAST KEARNEY,,,,65803,,,14178314444,7/24/2017,12:20 PM,Prepaid,837855 SZ 00003,2312132,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,16.70 LBS
1Z85X99X0356961854,837840 SZ 00003|2312162|837840 SZ 00003|2312162|1006076.0|964702|N,Delivered,7/18/2017,,WEST COLUMBIA,SC,US,UPS Ground,7/25/2017,,,,,,,,,,,,,,,--,--,,--,,01W216,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/25/2017,No Value,DOCK,UPS will Deliver,9:50 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/25/2017,By End Of Day,,,,,837840 SZ 00003,2312162,1006076,964702,N,,,,,,NO,,UPS will Pick up,,,,POWELL,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,10:30 AM,,,,,,,29172,,,,7/25/2017,9:50 AM,Freight Collect,837840 SZ 00003,2312162,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,11.10 LBS
1Z85X99X0356965270,837882 SZ 00003|2312147|837882 SZ 00003|2312147|1006575.0|964818|N,Delivered,7/18/2017,,ODESSA,TX,US,UPS Ground,7/24/2017,,,,,,,,,,,,,,,--,--,,--,,01W216,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/24/2017,No Value,INSIDE DELIV,UPS will Deliver,10:49 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/24/2017,By End Of Day,,,,,837882 SZ 00003,2312147,1006575,964818,N,,,,,,NO,,UPS will Pick up,,,,JASON,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,79761,,,,7/24/2017,10:49 AM,Freight Collect,837882 SZ 00003,2312147,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,4.30 LBS
1Z85X99X0357012305,837701 SZ 00003|2329023|837701 SZ 00003|2329023|1008938.0|964541|N,Delivered,7/18/2017,,DEARBORN,MI,US,UPS Ground,7/24/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/24/2017,No Value,DOCK,UPS will Deliver,11:59 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/24/2017,By End Of Day,,,,,837701 SZ 00003,2329023,1008938,964541,N,,,,,,NO,,UPS will Pick up,,,,HER,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,48120,,,,7/24/2017,11:59 AM,Prepaid,837701 SZ 00003,2329023,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,7.80 LBS
1Z85X99X0357037842,837877 SZ 00003|2312145|837877 SZ 00003|2312145|1006786.0|964813|N,Delivered,7/18/2017,,SALEM,VA,US,UPS Ground,7/25/2017,,,,,,,,,,,,,,,--,--,,--,,01W216,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/25/2017,No Value,DOCK,UPS will Deliver,9:46 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/25/2017,By End Of Day,,,,,837877 SZ 00003,2312145,1006786,964813,N,,,,,,NO,,UPS will Pick up,,,,WRIGHT,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,24153,,,,7/25/2017,9:46 AM,Freight Collect,837877 SZ 00003,2312145,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,4.30 LBS
1Z85X99X0357095762,838130 SZ 00003|2312181|838130 SZ 00003|2312181|1001794.0|965015|N,Delivered,7/18/2017,,GRAND ISLAND,NE,US,UPS Ground,7/24/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/24/2017,No Value,RECEIVER,UPS will Deliver,9:16 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/24/2017,By End Of Day,,,,,838130 SZ 00003,2312181,1001794,965015,N,,,,,,NO,,UPS will Pick up,,,,WITT,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,8225 SOUTH HWY 281,,,,68803,,,13083821044,7/24/2017,9:16 AM,Prepaid,838130 SZ 00003,2312181,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,1.30 LBS
1Z85X99X0357098616,837888 SZ 00003|2312164|837888 SZ 00003|2312164|1037674.0|964824|N,Delivered,7/18/2017,,MANHATTAN,KS,US,UPS Ground,7/24/2017,,,,,,,,,,,,,,,--,--,,--,,01W216,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/24/2017,No Value,OFFICE,UPS will Deliver,10:01 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/24/2017,By End Of Day,,,,,837888 SZ 00003,2312164,1037674,964824,N,,,,,,NO,,UPS will Pick up,,,,THOMPSON,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,66502,,,,7/24/2017,10:01 AM,Freight Collect,837888 SZ 00003,2312164,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,3.40 LBS
1Z85X99X0357110011,837808 SZ 00003|2312119|837808 SZ 00003|2312119|1087134.0|964675|N,Delivered,7/18/2017,,APOLLO,PA,US,UPS Ground,7/25/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/25/2017,No Value,FRONT DOOR,UPS will Deliver,4:28 PM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/25/2017,By End Of Day,,,,,837808 SZ 00003,2312119,1087134,964675,N,,,,,,NO,,UPS will Pick up,,,,,YES,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,15613,,,18558673533,7/25/2017,4:28 PM,Prepaid,837808 SZ 00003,2312119,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,31.20 LBS
1Z85X99X0357135156,837794 SZ 00003|2312113|837794 SZ 00003|2312113|1066822.0|964647|N,Delivered,7/18/2017,,COLUMBIA,SC,US,UPS Ground,7/25/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/25/2017,No Value,DOCK,UPS will Deliver,10:32 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/25/2017,By End Of Day,,,,,837794 SZ 00003,2312113,1066822,964647,N,,,,,,NO,,UPS will Pick up,,,,BEN,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,29201,,,18037710176,7/25/2017,10:32 AM,Prepaid,837794 SZ 00003,2312113,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,0.90 LBS
1Z85X99X0357135727,837534 SZ 00003|2312135|837534 SZ 00003|2329019|1079008.0|964368|N,Delivered,7/18/2017,,WEST VALLEY CITY,UT,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,DOCK,UPS will Deliver,10:55 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,6,,7/20/2017,By End Of Day,,,,,837534 SZ 00003,2329019,1079008,964368,N,,,,,,NO,,UPS will Pick up,,,,DNNY,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,2240 S. 5370 W,,,,84120,,,18019787900,7/20/2017,10:55 AM,Prepaid,837534 SZ 00003,2312135,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,16.40 LBS
1Z85X99X0357160520,837193 SO 00003|2302912|837193 SO 00003|2302911|1068874.0|965107|N,Delivered,7/18/2017,,WEST CHICAGO,IL,US,UPS Ground,7/24/2017,,,,,,,,,,,,,,,--,--,,--,,E2W952,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/24/2017,No Value,MAIL ROOM,UPS will Deliver,11:20 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,2,,7/24/2017,By End Of Day,,,,,837193 SO 00003,2302911,1068874,965107,N,,,,,,NO,,UPS will Pick up,,,,GRANADOS,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,60185,,,,7/24/2017,11:20 AM,Freight Collect,837193 SO 00003,2302912,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,3.90 LBS
1Z85X99X0357166391,837811 SZ 00003|2312117|837811 SZ 00003|2312117|1087134.0|964679|N,Delivered,7/18/2017,,BENNETTSVILLE,SC,US,UPS Ground,7/25/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/25/2017,No Value,FRONT DOOR,UPS will Deliver,1:06 PM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/25/2017,By End Of Day,,,,,837811 SZ 00003,2312117,1087134,964679,N,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,29512,,,18558673533,7/25/2017,1:06 PM,Prepaid,837811 SZ 00003,2312117,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,6.40 LBS
1Z85X99X0357213820,837695 SZ 00003|2329021|837695 SZ 00003|2329021|1030091.0|964535|N,Delivered,7/18/2017,,HEYBURN,ID,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,RECEIVER,UPS will Deliver,9:58 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/20/2017,By End Of Day,,,,,837695 SZ 00003,2329021,1030091,964535,N,,,,,,NO,,UPS will Pick up,,,,THOMAS,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,83336,,,12086783039,7/20/2017,9:58 AM,Prepaid,837695 SZ 00003,2329021,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,1.40 LBS
1Z85X99X0357228538,838098 SR 00003|2312192|838098 SR 00003|2312192|1050200.0|964989|N,Delivered,7/18/2017,,SAINT JAMES,MO,US,UPS Ground,7/24/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/24/2017,No Value,RECEPTION,UPS will Deliver,10:37 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/24/2017,By End Of Day,,,,,838098 SR 00003,2312192,1050200,964989,N,,,,,,NO,,UPS will Pick up,,,,WORSLEY,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,24127983 & PP105731,,ATTN: CHARLES,"CASE#: E738173,76",,,65559,,,15732654889,7/24/2017,10:37 AM,Prepaid,838098 SR 00003,2312192,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,9.10 LBS
1Z85X99X0357279957,831123 SO 00003|2302909|831123 SO 00003|2302909|1081327.0|964954|N,Delivered,7/18/2017,,ROUND LAKE,MN,US,UPS Ground,7/24/2017,,,,,,,,,,,,,,,--,--,,--,,560950,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/24/2017,No Value,OFFICE,UPS will Deliver,10:06 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/24/2017,By End Of Day,,,,,831123 SO 00003,2302909,1081327,964954,N,,,,,,NO,,UPS will Pick up,,,,LAYLE,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,3 SIXTH AVENUE,DOCK 8,,,56167,,,,7/24/2017,10:06 AM,Freight Collect,831123 SO 00003,2302909,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,17.20 LBS
1Z85X99X0357280696,837534 SZ 00003|2312135|837534 SZ 00003|2312135|1079008.0|964835|N,Delivered,7/18/2017,,WEST VALLEY CITY,UT,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,DOCK,UPS will Deliver,12:13 PM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,6,,7/20/2017,By End Of Day,,,,,837534 SZ 00003,2312135,1079008,964835,N,,,,,,NO,,UPS will Pick up,,,,JT,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,2240 S. 5370 W,,,,84120,,,18019787900,7/20/2017,12:13 PM,Prepaid,837534 SZ 00003,2312135,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,0.90 LBS
1Z85X99X0357316157,838404 SZ 00003|2312194|838404 SZ 00003|2312194|1060444.0|965287|N,Delivered,7/18/2017,,BELVIDERE,IL,US,UPS Ground,7/24/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/24/2017,No Value,DOCK,UPS will Deliver,10:35 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/24/2017,By End Of Day,,,,,838404 SZ 00003,2312194,1060444,965287,N,,,,,,NO,,UPS will Pick up,,,,RECVN DESK,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,1202 IPSEN ROAD,,,,61008,,,18884384853,7/24/2017,10:35 AM,Prepaid,838404 SZ 00003,2312194,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,5.10 LBS
